ids, screen_name, followers, retweet, inreplyto, favorite, friends, listed, location,text
1.11E+18,PattiMotley2,70,698,,0,287,1,,"RT @mikepompeo: ""@StateDept announces that since Thursday, it has been contacted by another 76 American citizens in Afghanistan, of whom 20"
1.04E+18,LindaRasell8,29,2348,,0,312,0,"Little Canada, MN",RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
1.43E+18,RecallGavs,91,135,,0,289,1,,"RT @RepFranklin: A few weeks ago, the Biden Administration told us less than 100 Americans were stuck in Afghanistan. Now that number is 45"
1.04E+18,timelessmercury,86,44,,0,591,0,,RT @theMRC: VIDEO: The Biden administration told us only about 100 Americans were left in Afghanistan. Turns out that number is actually ov
1.17E+18,ConnorBurnsUSA,1143,24,,0,1602,0,"Miami, FL ",RT @CoryMillsFL: While @RepStephMurphy was silent and supporting the failed Biden agenda I was overseas helping save American citizens wi
1.17E+18,ConnorBurnsUSA,1143,13,,0,1602,0,"Miami, FL ","RT @MillsForFlorida: Great to see @CoryMillsFL join @ChanelRion at @OANN for her special on Bidens Afghanistan failures, and the heroes wh"
1.31E+18,reeeeereeeeee2,44,2348,,0,133,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
7.21E+17,ImHereForTrump,759,422,,0,658,14,,RT @Cernovich: @Liz_Cheney @FoxNews @TuckerCarlson @rupertmurdoch @jayawallace @Suzannescott @SpeakerRyan You're more upset about a movie (
123640968,AmericaRising17,6655,2,,0,5807,6,disintegrating nation,RT @dYu7vug97v2Qcqh: @jeremycarl4 @ColumbiaBugle Americans who were betrayed by Joe Biden administration and abandoned in Afghanistan were
1.10E+18,dYu7vug97v2Qcqh,896,1,,0,4994,1,,RT @dYu7vug97v2Qcqh: @DonaldJTrumpJr Americans who were betrayed by Joe Biden administration and abandoned in Afghanistan were forced to pa
1.10E+18,dYu7vug97v2Qcqh,896,1,DonaldJTrumpJr,1,4994,1,,@DonaldJTrumpJr Americans who were betrayed by Joe Biden administration and abandoned in Afghanistan were forced to https://t.co/v9QAywy93N
7.77E+17,chalko91,13,2348,,0,429,0,"Washington, USA",RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
2253044312,WithXS,120,2348,,0,1383,1,Somewhere in time...,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
1.10E+18,dYu7vug97v2Qcqh,896,1,,0,4994,1,,RT @dYu7vug97v2Qcqh: @JesseKellyDC Americans who were betrayed by Joe Biden administration and abandoned in Afghanistan were forced to pay
1.43E+18,exmalecugar,2,0,STVNews,0,14,0,in your head,"@STVNews Sturgen bashing,yess.from the tea lady for cop26,has this mouth piece not figured she's not in charge UN I https://t.co/soroaQcouY"
1.10E+18,dYu7vug97v2Qcqh,896,1,JesseKellyDC,2,4994,1,,@JesseKellyDC Americans who were betrayed by Joe Biden administration and abandoned in Afghanistan were forced to p https://t.co/f7vOwpIJR4
1.10E+18,dYu7vug97v2Qcqh,896,1,,0,4994,1,,RT @dYu7vug97v2Qcqh: @ColumbiaBugle Americans who were betrayed by Joe Biden administration and abandoned in Afghanistan were forced to pay
1.17E+18,DrWhoIsMyName1,49,0,DrWhoIsMyName1,0,136,2,Do not forget 1/6/2021,"oriented problems, and thankfully ending the war in Afghanistan... and the former can own part of each of these iss https://t.co/lMW5bMj5z1"
1.10E+18,dYu7vug97v2Qcqh,896,1,ColumbiaBugle,2,4994,1,,@ColumbiaBugle Americans who were betrayed by Joe Biden administration and abandoned in Afghanistan were forced to https://t.co/KKOi8w5i9K
1.10E+18,dYu7vug97v2Qcqh,896,1,,0,4994,1,,RT @dYu7vug97v2Qcqh: @johncardillo @GOPLeader Americans who were betrayed by Joe Biden administration and abandoned in Afghanistan were for
1.10E+18,dYu7vug97v2Qcqh,896,1,johncardillo,1,4994,1,,@johncardillo @GOPLeader Americans who were betrayed by Joe Biden administration and abandoned in Afghanistan were https://t.co/DYjIua5qpQ
8.23E+17,elio_marchesi,215,464,,0,706,0,,"RT @bennyjohnson: Today is Thursday, October 28th 2021 and there are still Americans trapped in Afghanistan because Joe Biden abandoned the"
1.40E+18,_HamzaN_,3,0,,0,44,0,🇵🇰,"Since US faced a humiliating defeat in Afghanistan and the right-wing needs an excuse to get back at Joe Biden, the https://t.co/DSxX0Juj0R"
833720642,TerribleJesse,76,422,,0,385,1,"Los Angeles, CA",RT @Cernovich: @Liz_Cheney @FoxNews @TuckerCarlson @rupertmurdoch @jayawallace @Suzannescott @SpeakerRyan You're more upset about a movie (
1.27E+18,outsidethedcbox,338,121,,0,1970,2,"U-Tapao Thailand, 1973 ",RT @RepLeeZeldin: President Biden's Afghanistan withdrawal was such a disaster the Pentagon is reportedly predicting terror groups could be
1238581602,AnndeRoo,15,0,kayleighmcenany,0,91,0,Here,"@kayleighmcenany Fall of Afghanistan? GOP supported trump in pushing the Afghan government aside for, a so-called d https://t.co/JFouFZ9mNv"
1.39E+18,seancaseyshow,68,1,,3,239,0,,"Its October 29, 2021 Day 76 of Americans held hostage in Afghanistan after Joe Biden promised to get every single https://t.co/j9AiIs8R6M"
2730465966,dreed9665,2233,2348,,0,2866,11,"Knuckle Junction, United State",RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
2315854633,Cmdr10HenryRet,569,2348,,0,921,9,"Hawaii, USA",RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
2169155750,TrustThePeople2,60,11,,0,278,0,"Alabama, USA",RT @OliverLNorth: The Chinese Communist Party (CCP) and President Xi Jinping are certainly emboldened by President Bidens self-inflicted f
7.09E+17,ArcudijHawrylak,104,27,,0,132,0,"Lake Oswego, OR","RT @PolitiFact: No, Biden didnt break with Donald Trump on Afghanistan withdrawal. Trump set the U.S. troop removal in motion and Biden co"
37349027,freedomUSATRUMP,2088,2348,,0,2728,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
1.06E+18,ve10ve,8649,27,,0,9483,13,European Union,RT @euamiri: Intelligence agencies gave differing assessments to President Biden and others over the strength of Afghanistans government a
1.30E+18,Johnnes56122312,141,2348,,0,358,0,"Hünenberg,  Schweiz",RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
389675356,marciatcarter,364,128,,0,1079,0,south carolina,"RT @Jereme45: The same U.S. officials who served under Obama and who agreed to trade five Taliban captives for Army deserter Bowe Bergdahl,"
1525189897,OgdenTennis,104,135,,0,722,1,,"RT @RepFranklin: A few weeks ago, the Biden Administration told us less than 100 Americans were stuck in Afghanistan. Now that number is 45"
3241561363,SmithTope,828,211,,0,4748,2,,"RT @bennyjohnson: Today is Wednesday, October 27th 2021 and there are still Americans trapped in Afghanistan because Joe Biden abandoned th"
1.35E+18,ModratM,111,135,,0,119,1,,"RT @RepFranklin: A few weeks ago, the Biden Administration told us less than 100 Americans were stuck in Afghanistan. Now that number is 45"
1.04E+18,1AlexSutcliffe,277,16,,0,285,4,,"RT @o33ultrebel: 10 months Under Joe Biden 

American has empty shelves 
At supermarkets 

Inflation at a 40 year high

Gas is up 44%

Amer"
3269320866,Mycrittersmom,921,3125,,0,1564,2,Hill Country Texas,RT @HawleyMO: NEWS: This email was shared w/ me by an American official present jn Afghanistan during the evacuation who was shocked by Adm
4058801981,jamescounihan1,236,13,,0,119,2,,RT @TomPorterDC: Intelligence agencies gave differing assessments to Biden and others over the strength of Afghanistans government and mil
885581376,JoyceBruns,2846,270,,0,2561,44,,RT @NikkiHaley: It took only two months for China to seize on Bidens embarrassing Afghanistan withdrawal and cast their shadow over yet an
1279756958,Ehsan_Ghamkhor,34,0,SecBlinken,0,523,0,Chaman,@SecBlinken The Democratic government of Islamic republic of Afghanistan  had $150M+ in revenues each month. Bide https://t.co/qc4TeaJ2x4
8.40E+17,I_amlight__,36,54,,0,609,0,,"RT @NikkiHaley: Just as our alliances with NATO, Japan, and South Korea transformed U.S. security in the 20th century, an alliance with Ind"
1.13E+18,RedRocketBlast,31,2348,,0,199,0,"Queens, NY",RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
209856826,barney_nipples,556,422,,0,2007,7,U.S.,RT @Cernovich: @Liz_Cheney @FoxNews @TuckerCarlson @rupertmurdoch @jayawallace @Suzannescott @SpeakerRyan You're more upset about a movie (
4249868464,TerryHammons1,497,2348,,0,729,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
18121293,oledi45,489,0,,0,75,18,United States,"WHY is BIDEN still in the White House???!

Americans still REMAIN in Afghanistan but Biden made sure UNVETTED Afgha https://t.co/ajdUWAAxHk"
7.71E+17,flopia54,18,1,,0,44,1,"Zürich, Schweiz","DAMN IT. I am so angry. Not just on Trump (Khalilzad). Also to Biden, my and other NATO governments. The secret ser https://t.co/0rUd8NmBgE"
23297662,TribalJourno,535,1,,0,4238,12,"London, England","RT @ZaknafeinDC: Prediction is not the purpose of intelligence.

""Intelligence agencies gave differing assessments to Biden and others over"
4835064605,ronsrons123,65,12,,0,136,1,,"RT @joshua_landis: Why Biden Should Withdraw from Iraq and Syria After withdrawing from Afghanistan 

By @tparsi @beatrix__gb @artinthinks"
18121293,oledi45,489,0,,0,75,18,United States,Biden ORDERED Afghanistan Evacuation Flights Be Filled With Unvetted Refugees https://t.co/1oLI5JnN3e
866689532,Last2ndFleetCMC,2872,13,,0,2211,176,,"RT @dcexaminer: As bad as it looked at the time, Bidens withdrawal somehow manages to keep looking worse with each passing day, writes @Za"
8.24E+17,Gregory78534010,31,0,BBCWorld,1,104,2,"Bensalem, PA","@BBCWorld Biden ran away from his own country before he finished his work , just like Afghanistan, got 13 soldiers https://t.co/osYGmuJQom"
55330244,Rifleman4WVU,6968,1,,0,6619,57,"Greatest Country, USA","RT @dhatfield: 

According to @HawleyMO, the email was sent to his office by an ""American official present in Afghanistan during the evac"
1.39E+18,thebitc68134788,222,128,,0,475,1,,"RT @Jereme45: The same U.S. officials who served under Obama and who agreed to trade five Taliban captives for Army deserter Bowe Bergdahl,"
14562004,dhatfield,10994,1,,2,6830,581,"North Carolina, USA","

According to @HawleyMO, the email was sent to his office by an ""American official present in Afghanistan during https://t.co/d2b204GB5E"
7.67E+17,admz767671,495,698,,0,643,1,RUCH 11 LISTOPADA,"RT @mikepompeo: ""@StateDept announces that since Thursday, it has been contacted by another 76 American citizens in Afghanistan, of whom 20"
1.44E+18,Jack54962746,25,2348,,0,176,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
1.35E+18,rocke_rocket,30,135,,0,252,0,,"RT @RepFranklin: A few weeks ago, the Biden Administration told us less than 100 Americans were stuck in Afghanistan. Now that number is 45"
22416043,kimspence,1030,223,,0,1920,32,Los Angeles,"RT @RNCResearch: For weeks, the Biden administration claimed they abandoned around 100 Americans in Afghanistan.

Last week, they said it"
7.93E+17,warnmich31,10,0,SenatorSinema,0,61,0,"Buckeye, AZ",@SenatorSinema @POTUS You all should be mad at Biden not Sinema hes destroying our country and middle class Americ https://t.co/4f4MgC4DJT
309656456,OmidFarooq,19409,19,,0,906,124,,"RT @ForeignPolicy: ""A U.S.-India alliance would give China pause before further expanding into Central and Southern Asia. And wed be build"
1.38E+18,Gerardo86769852,397,2348,,0,2689,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
1.45E+18,DianneCaudle10,38,422,,0,331,0,,RT @Cernovich: @Liz_Cheney @FoxNews @TuckerCarlson @rupertmurdoch @jayawallace @Suzannescott @SpeakerRyan You're more upset about a movie (
1.07E+18,MOS58111,3499,0,,0,3622,1,,"""Biden ordered his administration to fill up American evacuation planes from Afghanistan with as many of the countr https://t.co/2Y4tTbN6fj"
1.31E+18,Harrison_A_777,151,27,,0,1941,0,,RT @HananyaNaftali: Thanks to Biden. https://t.co/K8ewaBaVJh
17781524,BiDoxLLC,239,2144,,0,2132,9,Exactly where I should be!,"RT @Kredo0: DISCLOSED: Biden Ordered Afghanistan Evacuation Flights Be Filled to 'Excess' With Unvetted Refugees, Internal Admin Directive"
2895924804,babgocubs,606,422,,0,3780,3,"Naperville, IL",RT @Cernovich: @Liz_Cheney @FoxNews @TuckerCarlson @rupertmurdoch @jayawallace @Suzannescott @SpeakerRyan You're more upset about a movie (
96831938,merissahamilton,11399,2348,,0,10495,71,"Arizona, USA",RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
7.05E+17,rusnsusan,1748,135,,0,730,0,,"RT @RepFranklin: A few weeks ago, the Biden Administration told us less than 100 Americans were stuck in Afghanistan. Now that number is 45"
1.41E+18,Ariadi45228529,90,13,,0,2143,0,"Banten, Indonesia","RT @dcexaminer: As bad as it looked at the time, Bidens withdrawal somehow manages to keep looking worse with each passing day, writes @Za"
1.39E+18,BarnyardBovine,130,0,Bognet4congress,0,652,0,The Barnyard,"@Bognet4congress All the Dems are responsible for the crisis that they're not dealing with. 

Biden: Border and Afg https://t.co/UmrJXrQF06"
343496793,FidTradZ101,1956,3125,,0,831,0,,RT @HawleyMO: NEWS: This email was shared w/ me by an American official present jn Afghanistan during the evacuation who was shocked by Adm
226083836,PcPati,2145,422,,0,2184,8,"Chicago, IL",RT @Cernovich: @Liz_Cheney @FoxNews @TuckerCarlson @rupertmurdoch @jayawallace @Suzannescott @SpeakerRyan You're more upset about a movie (
1.26E+18,I_shiht_zu_not,476,3125,,0,1367,0,,RT @HawleyMO: NEWS: This email was shared w/ me by an American official present jn Afghanistan during the evacuation who was shocked by Adm
2850456049,lisaannwersing1,1002,2,,0,4333,26,,"RT @PrincessTerm: You can't convince me that China's bitch-boy, Biden, didn't pull us out of Afghanistan to let them move in and take contr"
1.37E+18,WalkingCrow2,937,2348,,0,989,2,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
295966275,vmetu,1217,422,,0,685,83,,RT @Cernovich: @Liz_Cheney @FoxNews @TuckerCarlson @rupertmurdoch @jayawallace @Suzannescott @SpeakerRyan You're more upset about a movie (
8.23E+17,RaymondYos,736,2348,,0,1151,1,"Plainfield, IL",RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
1.36E+18,AlexanderKarap5,365,0,,0,4998,2,,President Bidens first foreign trip aimed to strengthen alliances. His second one comes after tensions rose overt https://t.co/z9UksjBpwC
4646027360,LaurieDevore,119,121,,0,191,11,,RT @RepLeeZeldin: President Biden's Afghanistan withdrawal was such a disaster the Pentagon is reportedly predicting terror groups could be
1.29E+18,jonathankwong04,1277,19,,0,3230,2,,"RT @ForeignPolicy: ""A U.S.-India alliance would give China pause before further expanding into Central and Southern Asia. And wed be build"
1.35E+18,westld24,41,135,,0,879,0,,"RT @RepFranklin: A few weeks ago, the Biden Administration told us less than 100 Americans were stuck in Afghanistan. Now that number is 45"
1337194998,deb_sadie,1164,20,,0,1491,36,,"RT @RepDLesko: Americans are still stranded behind enemy lines in Afghanistan because Biden abandoned them. At the same time, Biden flies i"
32686899,MauryO,739,2348,,0,1186,16,The 💩hole State ,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
2432140620,galleryatkingst,4380,2348,,0,4858,361,Kingston Oklahoma,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
267810211,fbelad,4680,1426,,0,4189,3,"Delaware, USA","RT @CawthornforNC: While Joe Biden is flying illegal migrants on secret flights to New York, at least 363 Americans are STILL stranded in"
460016149,Chancesmom234,569,2348,,0,1347,7,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
546324157,Divin3Fort3,43,12491,,0,277,0,,"RT @kayleighmcenany: Think about how crazy this:

Afghanistan was seized by terrorists. Americans and allies left behind. 

Biden did NOT m"
251477864,barrykewg,1093,422,,0,2376,2,"Whittier, CA",RT @Cernovich: @Liz_Cheney @FoxNews @TuckerCarlson @rupertmurdoch @jayawallace @Suzannescott @SpeakerRyan You're more upset about a movie (
1.30E+18,Gildarts_is_op,27,2348,,0,373,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
1410086040,DanFined,2556,5,,0,2928,3,,"RT @for_americans: @LehiRed I don't want Israel to just say no. I want that NO to be3 accompanied by ""How Dare You!""
Tell Biden to demand t"
1.45E+18,mikkel_chandler,35,135,,0,210,0,,"RT @RepFranklin: A few weeks ago, the Biden Administration told us less than 100 Americans were stuck in Afghanistan. Now that number is 45"
8.04E+17,IlyaB700,9,698,,0,46,0,,"RT @mikepompeo: ""@StateDept announces that since Thursday, it has been contacted by another 76 American citizens in Afghanistan, of whom 20"
7.09E+17,ClareIN_CALI,1549,13,,0,398,3,"Florida, USA","RT @dcexaminer: As bad as it looked at the time, Bidens withdrawal somehow manages to keep looking worse with each passing day, writes @Za"
339119103,ccayton06,417,2348,,0,840,12,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
4896383055,BeFairToTrump,408,13,,0,1074,0,,"RT @dcexaminer: As bad as it looked at the time, Bidens withdrawal somehow manages to keep looking worse with each passing day, writes @Za"
18956073,dcexaminer,288709,13,,26,277,3974,"Washington, DC","As bad as it looked at the time, Bidens withdrawal somehow manages to keep looking worse with each passing day, wr https://t.co/DSjaPr9L8b"
1.11E+18,PattiMotley2,70,698,,0,287,1,,"RT @mikepompeo: ""@StateDept announces that since Thursday, it has been contacted by another 76 American citizens in Afghanistan, of whom 20"
1.04E+18,LindaRasell8,29,2348,,0,312,0,"Little Canada, MN",RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
1.43E+18,RecallGavs,91,135,,0,289,1,,"RT @RepFranklin: A few weeks ago, the Biden Administration told us less than 100 Americans were stuck in Afghanistan. Now that number is 45"
1.04E+18,timelessmercury,86,44,,0,591,0,,RT @theMRC: VIDEO: The Biden administration told us only about 100 Americans were left in Afghanistan. Turns out that number is actually ov
1.17E+18,ConnorBurnsUSA,1143,24,,0,1602,0,"Miami, FL ",RT @CoryMillsFL: While @RepStephMurphy was silent and supporting the failed Biden agenda I was overseas helping save American citizens wi
1.17E+18,ConnorBurnsUSA,1143,13,,0,1602,0,"Miami, FL ","RT @MillsForFlorida: Great to see @CoryMillsFL join @ChanelRion at @OANN for her special on Bidens Afghanistan failures, and the heroes wh"
1.31E+18,reeeeereeeeee2,44,2348,,0,133,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
7.21E+17,ImHereForTrump,759,422,,0,658,14,,RT @Cernovich: @Liz_Cheney @FoxNews @TuckerCarlson @rupertmurdoch @jayawallace @Suzannescott @SpeakerRyan You're more upset about a movie (
123640968,AmericaRising17,6655,2,,0,5807,6,disintegrating nation,RT @dYu7vug97v2Qcqh: @jeremycarl4 @ColumbiaBugle Americans who were betrayed by Joe Biden administration and abandoned in Afghanistan were
1.10E+18,dYu7vug97v2Qcqh,896,1,,0,4994,1,,RT @dYu7vug97v2Qcqh: @DonaldJTrumpJr Americans who were betrayed by Joe Biden administration and abandoned in Afghanistan were forced to pa
1.10E+18,dYu7vug97v2Qcqh,896,1,DonaldJTrumpJr,1,4994,1,,@DonaldJTrumpJr Americans who were betrayed by Joe Biden administration and abandoned in Afghanistan were forced to https://t.co/v9QAywy93N
7.77E+17,chalko91,13,2348,,0,429,0,"Washington, USA",RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
2253044312,WithXS,120,2348,,0,1383,1,Somewhere in time...,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
1.10E+18,dYu7vug97v2Qcqh,896,1,,0,4994,1,,RT @dYu7vug97v2Qcqh: @JesseKellyDC Americans who were betrayed by Joe Biden administration and abandoned in Afghanistan were forced to pay
1.43E+18,exmalecugar,2,0,STVNews,0,14,0,in your head,"@STVNews Sturgen bashing,yess.from the tea lady for cop26,has this mouth piece not figured she's not in charge UN I https://t.co/soroaQcouY"
1.10E+18,dYu7vug97v2Qcqh,896,1,JesseKellyDC,2,4994,1,,@JesseKellyDC Americans who were betrayed by Joe Biden administration and abandoned in Afghanistan were forced to p https://t.co/f7vOwpIJR4
1.10E+18,dYu7vug97v2Qcqh,896,1,,0,4994,1,,RT @dYu7vug97v2Qcqh: @ColumbiaBugle Americans who were betrayed by Joe Biden administration and abandoned in Afghanistan were forced to pay
1.17E+18,DrWhoIsMyName1,49,0,DrWhoIsMyName1,0,136,2,Do not forget 1/6/2021,"oriented problems, and thankfully ending the war in Afghanistan... and the former can own part of each of these iss https://t.co/lMW5bMj5z1"
1.10E+18,dYu7vug97v2Qcqh,896,1,ColumbiaBugle,2,4994,1,,@ColumbiaBugle Americans who were betrayed by Joe Biden administration and abandoned in Afghanistan were forced to https://t.co/KKOi8w5i9K
1.10E+18,dYu7vug97v2Qcqh,896,1,,0,4994,1,,RT @dYu7vug97v2Qcqh: @johncardillo @GOPLeader Americans who were betrayed by Joe Biden administration and abandoned in Afghanistan were for
1.10E+18,dYu7vug97v2Qcqh,896,1,johncardillo,1,4994,1,,@johncardillo @GOPLeader Americans who were betrayed by Joe Biden administration and abandoned in Afghanistan were https://t.co/DYjIua5qpQ
8.23E+17,elio_marchesi,215,464,,0,706,0,,"RT @bennyjohnson: Today is Thursday, October 28th 2021 and there are still Americans trapped in Afghanistan because Joe Biden abandoned the"
1.40E+18,_HamzaN_,3,0,,0,44,0,🇵🇰,"Since US faced a humiliating defeat in Afghanistan and the right-wing needs an excuse to get back at Joe Biden, the https://t.co/DSxX0Juj0R"
833720642,TerribleJesse,76,422,,0,385,1,"Los Angeles, CA",RT @Cernovich: @Liz_Cheney @FoxNews @TuckerCarlson @rupertmurdoch @jayawallace @Suzannescott @SpeakerRyan You're more upset about a movie (
1.27E+18,outsidethedcbox,338,121,,0,1970,2,"U-Tapao Thailand, 1973 ",RT @RepLeeZeldin: President Biden's Afghanistan withdrawal was such a disaster the Pentagon is reportedly predicting terror groups could be
1238581602,AnndeRoo,15,0,kayleighmcenany,0,91,0,Here,"@kayleighmcenany Fall of Afghanistan? GOP supported trump in pushing the Afghan government aside for, a so-called d https://t.co/JFouFZ9mNv"
1.39E+18,seancaseyshow,68,1,,3,239,0,,"Its October 29, 2021 Day 76 of Americans held hostage in Afghanistan after Joe Biden promised to get every single https://t.co/j9AiIs8R6M"
2730465966,dreed9665,2233,2348,,0,2866,11,"Knuckle Junction, United State",RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
2315854633,Cmdr10HenryRet,569,2348,,0,921,9,"Hawaii, USA",RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
2169155750,TrustThePeople2,60,11,,0,278,0,"Alabama, USA",RT @OliverLNorth: The Chinese Communist Party (CCP) and President Xi Jinping are certainly emboldened by President Bidens self-inflicted f
7.09E+17,ArcudijHawrylak,104,27,,0,132,0,"Lake Oswego, OR","RT @PolitiFact: No, Biden didnt break with Donald Trump on Afghanistan withdrawal. Trump set the U.S. troop removal in motion and Biden co"
37349027,freedomUSATRUMP,2088,2348,,0,2728,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
1.06E+18,ve10ve,8649,27,,0,9483,13,European Union,RT @euamiri: Intelligence agencies gave differing assessments to President Biden and others over the strength of Afghanistans government a
1.30E+18,Johnnes56122312,141,2348,,0,358,0,"Hünenberg,  Schweiz",RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
389675356,marciatcarter,364,128,,0,1079,0,south carolina,"RT @Jereme45: The same U.S. officials who served under Obama and who agreed to trade five Taliban captives for Army deserter Bowe Bergdahl,"
1525189897,OgdenTennis,104,135,,0,722,1,,"RT @RepFranklin: A few weeks ago, the Biden Administration told us less than 100 Americans were stuck in Afghanistan. Now that number is 45"
3241561363,SmithTope,828,211,,0,4748,2,,"RT @bennyjohnson: Today is Wednesday, October 27th 2021 and there are still Americans trapped in Afghanistan because Joe Biden abandoned th"
1.35E+18,ModratM,111,135,,0,119,1,,"RT @RepFranklin: A few weeks ago, the Biden Administration told us less than 100 Americans were stuck in Afghanistan. Now that number is 45"
1.04E+18,1AlexSutcliffe,277,16,,0,285,4,,"RT @o33ultrebel: 10 months Under Joe Biden 

American has empty shelves 
At supermarkets 

Inflation at a 40 year high

Gas is up 44%

Amer"
329791991,angieLovesUSA,2431,10,,0,2479,4,United States,"RT @SunMa37072895: Biden To Give Migrant Families $450,000 PER PERSON If They Were Separated AT THE BORDER or AMERICANS SEPARATED IN AFGHAN"
251477864,barrykewg,1093,422,,0,2376,2,"Whittier, CA",RT @Cernovich: @Liz_Cheney @FoxNews @TuckerCarlson @rupertmurdoch @jayawallace @Suzannescott @SpeakerRyan You're more upset about a movie (
1.30E+18,Gildarts_is_op,27,2348,,0,373,0,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
1410086040,DanFined,2556,5,,0,2928,3,,"RT @for_americans: @LehiRed I don't want Israel to just say no. I want that NO to be3 accompanied by ""How Dare You!""
Tell Biden to demand t"
1.45E+18,mikkel_chandler,35,135,,0,210,0,,"RT @RepFranklin: A few weeks ago, the Biden Administration told us less than 100 Americans were stuck in Afghanistan. Now that number is 45"
8.04E+17,IlyaB700,9,698,,0,46,0,,"RT @mikepompeo: ""@StateDept announces that since Thursday, it has been contacted by another 76 American citizens in Afghanistan, of whom 20"
7.09E+17,ClareIN_CALI,1549,13,,0,398,3,"Florida, USA","RT @dcexaminer: As bad as it looked at the time, Bidens withdrawal somehow manages to keep looking worse with each passing day, writes @Za"
339119103,ccayton06,417,2348,,0,840,12,,RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
4896383055,BeFairToTrump,408,13,,0,1074,0,,"RT @dcexaminer: As bad as it looked at the time, Bidens withdrawal somehow manages to keep looking worse with each passing day, writes @Za"
18956073,dcexaminer,288709,13,,26,277,3974,"Washington, DC","As bad as it looked at the time, Bidens withdrawal somehow manages to keep looking worse with each passing day, wr https://t.co/DSjaPr9L8b"
1.11E+18,PattiMotley2,70,698,,0,287,1,,"RT @mikepompeo: ""@StateDept announces that since Thursday, it has been contacted by another 76 American citizens in Afghanistan, of whom 20"
1.04E+18,LindaRasell8,29,2348,,0,312,0,"Little Canada, MN",RT @Cernovich: They are more upset about a Tucker Carlson movie (that they haven't even seen) than those kids the Pentagon killed in a dron
1.43E+18,RecallGavs,91,135,,0,289,1,,"RT @RepFranklin: A few weeks ago, the Biden Administration told us less than 100 Americans were stuck in Afghanistan. Now that number is 45"
1.04E+18,timelessmercury,86,44,,0,591,0,,RT @theMRC: VIDEO: The Biden administration told us only about 100 Americans were left in Afghanistan. Turns out that number is actually ov
1.17E+18,ConnorBurnsUSA,1143,24,,0,1602,0,"Miami, FL ",RT @CoryMillsFL: While @RepStephMurphy was silent and supporting the failed Biden agenda I was overseas helping save American citizens wi
